year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
2018,03,Germany (Customs),Saudi Arabia,364702.5,September 2020
2018,03,Germany (Customs),Russia,34416.0,October 2020
2018,03,Germany (Customs),Romania,48480.0,November 2020
2018,03,Germany (Customs),Portugal,18325.44,December 2020
2018,03,Germany (Customs),Poland,143640.0,January 2020
2018,03,Germany (Customs),Philippines,17776.0,February 2020
2018,03,Germany (Customs),Norway,17776.0,April 2020
2018,03,Germany (Customs),New Zealand,106340.0,January 2021
2018,03,Germany (Customs),Nigeria,702390.0,May 2021
2018,03,Germany (Customs),Netherlands,143640.0,June 2021
2018,03,Germany (Customs),Moldova,32340.0,August 2021
2018,03,Germany (Customs),Malta,51300.0,September 2021
2018,03,Germany (Customs),Malaysia,332688.0,October 2021
2018,08,Germany (Customs),Mali,195024.0,November 2021
2018,05,Germany (Customs),Luxembourg,378576.0,January 2021
2018,07,Germany (Customs),Latvia,12006.4,December 2019
2018,04,Germany (Customs),Kazakhstan,55200.0,December 2021
2018,04,Germany (Customs),Israel,60032.0,December 2023
2018,07,Germany (Customs),Hungary,388800.0,December 2022
2018,06,Germany (Customs),Guatemala,21836.0,January 2020
2018,04,Germany (Customs),Greece,364702.5,January 2021
2018,04,Germany (Customs),France,27014.4,January 2022
2018,06,Germany (Customs),Finland,6496.1,January 2023
2018,06,Germany (Customs),Estonia,17776.0,May 2020
2018,06,Germany (Customs),Ethiopia,7504.0,June 2020
2018,07,Germany (Customs),Denmark,30090.0,July 2020
2018,06,Germany (Customs),Czech Republic,94552.5,August 2020
2018,06,Germany (Customs),Chile,12540.0,December 2020
2018,06,Germany (Customs),China,702390.0,January 2020
2018,09,Germany (Customs),Bulgaria,65880.0,February 2020
2018,07,Germany (Customs),Belgium,162816.0,January 2021
2018,07,Germany (Customs),Australia,96000.0,July 2021
2018,07,Germany,Vietnam,72000.0,August 2021
2018,08,Germany (Customs),Algeria,99955.5,September 2021
2018,09,Germany,United Arab Emirates,31181.28,November 2021
2018,09,Germany,United Kingdom,18325.44,December 2021
2018,08,Germany,United States,10400.0,January 2021
2018,09,Germany,Philippines,17776.0,February 2021
2018,09,Germany,Poland,16968.0,December 2019
2018,09,Germany,Portugal,16968.0,December 2020
2018,09,Germany,Qatar,112110.0,December 2020
2018,11,Germany,Romania,12216.96,December 2021
2018,11,Germany,Russia,540300.0,December 2022
2018,10,Germany,Saudi Arabia,181000.5,December 2023
2018,11,Germany,Serbia,6108.48,December 2020
2018,12,Germany,Singapore,77200.0,December 2021
2019,07,Germany,Slovakia,699688.5,December 2022
2019,04,Germany,Thailand,50496.0,July 2020
2019,12,Germany,Chile,178880.0,September 2020
2018,12,Germany,Colombia,51282.72,November 2020
2019,03,Germany,Croatia,129000.0,December 2020
2018,12,Germany,Cyprus,37500.0,January 2020
2019,03,Germany,Czech Republic,256704.0,February 2020
2018,12,Germany,Denmark,136374.0,April 2020
2018,12,Germany,Ethiopia,87296.0,June 2021
2018,12,Germany,Greece,119168.0,September 2021
2018,07,Germany,Hong Kong,136650.0,November 2021
2019,04,Germany,Hungary,91000.0,December 2021
2019,03,Germany,India,175000.0,January 2021
2019,07,Germany,Israel,50496.0,December 2020
2021,01,Germany,Latvia,56250.0,December 2020
2019,01,Germany,Luxembourg,7320.6,December 2022
2019,02,Germany,Macedonia,17140.0,December 2023
2019,01,Germany,Malaysia,79120.0,January 2020
2019,01,Germany,Mali,21229.92,January 2021
2019,01,Germany,Malta,195300.0,January 2022
2019,01,Germany,Moldova,148800.0,January 2023
2019,07,Germany,Morocco,68880.0,May 2020
2019,02,Germany,Norway,18691.2,September 2020
2019,03,France (Customs),United Kingdom,398793.6,October 2020
2019,01,Germany,Algeria,129000.0,November 2020
2019,03,France (Customs),Sweden,1411.2,February 2020
2019,03,France (Customs),Spain,604.08,April 2020
2018,03,France (Customs),Slovenia,4700.0,January 2021
2019,03,France (Customs),Singapore,20500.0,May 2021
2019,04,Germany,Argentina,3535.2,June 2021
2019,03,Germany,Australia,18750.0,July 2021
2019,02,Germany,Austria,37500.0,August 2021
2019,03,Germany,Bahrain,92560.0,September 2021
2019,04,Germany,Bolivia,3124.5,November 2021
2019,04,Germany,Brazil,37018.8,December 2021
2019,04,Germany,Bulgaria,16240.0,January 2021
2019,04,France (Customs),Romania,0.0,February 2021
2019,04,France (Customs),Senegal,1900.0,December 2019
2019,06,France (Customs),Poland,37018.8,December 2020
2019,09,France (Customs),Morocco,42504.0,December 2022
2019,06,France (Customs),Luxembourg,42416.0,December 2023
2019,07,France (Customs),Italy,188448.0,December 2020
2019,06,France (Customs),Iran,51282.72,December 2022
2019,09,France (Customs),India,93139.2,December 2023
2019,06,France (Customs),Germany,60720.0,January 2020
2019,09,France (Customs),Hungary,18276.6,January 2021
2019,09,France (Customs),Gabon,36700.0,January 2023
2019,09,France (Customs),Denmark,11600.0,May 2020
2019,09,France (Customs),Czech Republic,36700.0,June 2020
2019,09,France (Customs),"Congo, Dem. Rep.",36700.0,September 2020
2019,08,France (Customs),Belgium,92736.0,October 2020
2019,09,France,Switzerland,7712.0,June 2021
2019,06,France,Sweden,92544.0,July 2021
2019,10,France,Romania,9000.0,November 2021
2019,08,France,Senegal,166531.8,December 2021
2019,09,France,Portugal,194607.6,January 2021
2019,10,France,Netherlands,8820.0,December 2019
2019,09,France,Morocco,105248.0,December 2020
2019,09,France,Luxembourg,122734.8,December 2020
2019,07,France,Italy,45600.0,December 2021
2019,07,France,Iran,19008.0,December 2023
2019,07,France,India,11600.0,December 2020
2019,11,France,Hungary,120384.0,December 2021
2019,11,France,Finland,62016.0,December 2023
2019,11,France,Gabon,74702.0,January 2020
2019,11,France,Denmark,25502.4,January 2021
2019,11,France,Czech Republic,119995.2,January 2022
2019,11,France,Cameroon,137712.0,January 2023
2019,11,France,Chad,371680.0,May 2020
2019,11,France,"Congo, Dem. Rep.",44640.0,June 2020
2019,12,France,Burkina Faso,14880.0,July 2020
2019,10,France,Belgium,404000.0,August 2020
2019,12,France,Austria,404000.0,September 2020
2019,11,France,Angola,148800.0,October 2020
2019,12,France,Algeria,28992.0,December 2020
2019,12,EU (External Trade),Vietnam,404000.0,January 2020
2019,12,EU (External Trade),Togo,69240.0,February 2020
2019,12,EU (External Trade),Tunisia,371680.0,April 2020
2019,12,EU (External Trade),Turkey,36700.0,January 2021
2020,08,EU (External Trade),Uganda,35460.0,May 2021
2019,12,EU (External Trade),Ukraine,16398.0,June 2021
2020,12,EU (External Trade),United Arab Emirates,17140.0,July 2021
2020,04,EU (External Trade),United States,36700.0,September 2021
2019,12,EU (External Trade),Niger,8080.0,October 2021
2021,06,EU (External Trade),Nigeria,202000.0,November 2021
2020,05,EU (External Trade),Not Determin Extra EU Trade,10908.0,February 2021
2020,01,EU (External Trade),Panama,30208.0,December 2020
2020,03,EU (External Trade),Philippines,92980.8,December 2020
2008,07,EU (External Trade),Qatar,36700.0,December 2021
1970,10,EU (External Trade),Russia,28694.4,December 2022
2018,08,EU (External Trade),Saudi Arabia,64335.2,December 2023
2008,07,EU (External Trade),Senegal,385012.0,December 2020
1986,09,EU (External Trade),Serbia,404000.0,December 2021
2017,07,EU (External Trade),Singapore,45619.0,December 2022
2017,07,EU (External Trade),South Africa,2592.8,December 2023
2020,03,EU (External Trade),Switzerland,7474.0,January 2020
2017,07,EU (External Trade),Taiwan,25375.65,January 2021
2017,07,EU (External Trade),Tajikistan,3124.5,January 2022
2017,07,EU (External Trade),Tanzania,51200.0,January 2023
2019,04,EU (External Trade),Chile,27520.0,June 2020
2020,11,EU (External Trade),"Congo, Dem. Rep.",45760.0,September 2020
2020,12,EU (External Trade),Costa Rica,68400.0,October 2020
2020,12,EU (External Trade),Cote d Ivoire,68325.0,November 2020
2020,12,EU (External Trade),Cuba,45760.0,December 2020
2020,12,EU (External Trade),Dominican Republic,29000.0,January 2020
2020,12,EU (External Trade),Egypt,45760.0,February 2020
2020,12,EU (External Trade),Gabon,45760.0,January 2021
2020,12,EU (External Trade),Georgia,45760.0,June 2021
2020,12,EU (External Trade),Ghana,60720.0,July 2021
2020,05,EU (External Trade),Guatemala,40789.8,August 2021
2020,03,EU (External Trade),Guyana,68860.2,September 2021
2019,07,EU (External Trade),Hong Kong,74188.8,October 2021
2020,10,EU (External Trade),Iceland,56010.53,November 2021
2020,04,EU (External Trade),India,178542.0,December 2021
2020,06,EU (External Trade),Indonesia,138472.0,January 2021
2020,09,EU (External Trade),Iran,137712.0,February 2021
2020,09,EU (External Trade),Japan,102009.6,December 2020
2020,06,EU (External Trade),Macedonia,95030.0,December 2023
2020,02,EU (External Trade),Mali,29240.0,December 2021
2020,08,EU (External Trade),Melilla,40520.0,December 2022
2021,07,EU (External Trade),Moldova,372784.0,December 2023
2020,11,EU (External Trade),Morocco,85612.8,January 2020
2020,08,EU (External Trade),New Zealand,171456.0,January 2021
2020,11,Estonia,Finland,54720.0,January 2022
2020,12,Estonia,Ukraine,171456.0,January 2023
2020,12,El Salvador,Nicaragua,173280.0,May 2020
2021,10,El Salvador,Guatemala,5800.0,June 2020
2020,04,El Salvador,Honduras,85612.8,July 2020
2020,04,El Salvador,Costa Rica,372784.0,August 2020
2020,04,EU (External Trade),Albania,12768.0,September 2020
2020,04,EU (External Trade),Algeria,372784.0,October 2020
2020,04,EU (External Trade),Andorra,9000.0,November 2020
2021,02,EU (External Trade),Argentina,17774.4,January 2020
2021,02,EU (External Trade),Australia,114004.8,February 2020
2021,01,EU (External Trade),Bahrain,372784.0,April 2020
2021,02,EU (External Trade),Belarus,50629.74,January 2021
2021,02,EU (External Trade),Benin,222880.0,May 2021
2021,02,EU (External Trade),Bolivia,47344.0,June 2021
2021,06,EU (External Trade),Bosnia & Herzegovina,372784.0,July 2021
2021,06,EU (External Trade),Brazil,372784.0,August 2021
2021,05,EU (External Trade),Burkina Faso,206400.0,September 2021
2021,06,EU (External Trade),Ceuta,47344.0,November 2021
2021,06,EU (External Trade),Chad,307952.0,December 2021
2021,06,Czech Republic,Spain,182750.0,January 2021
2021,06,Czech Republic,Slovakia,372784.0,February 2021
2021,06,Denmark,Australia,114948.0,December 2019
2021,07,Denmark,Austria,64832.0,December 2020
2021,12,Denmark,Croatia,91312.0,December 2022
2008,03,Denmark,Hong Kong,170200.0,December 2021
1970,09,Denmark,Hungary,97843.2,December 2022
1961,08,Denmark,Italy,98300.0,January 2020
1962,03,Denmark,Netherlands,46112.0,January 2021
1970,10,Denmark,Norway,85008.0,January 2022
1996,01,Denmark,Slovakia,46112.0,May 2020
1961,07,Denmark,Slovenia,46112.0,June 2020
1992,07,Denmark,Sweden,46112.0,August 2020
1995,09,Denmark,Vietnam,44452.8,October 2020
1993,02,Czech Republic,Romania,39278.4,November 2020
1996,06,Czech Republic,Serbia,21168.0,December 2020
1996,11,Czech Republic,Portugal,46112.0,January 2020
1996,04,Czech Republic,Poland,46112.0,February 2020
2018,08,Czech Republic,Hungary,51440.0,April 2020
1958,04,Czech Republic,Iceland,94640.0,January 2021
1982,12,Czech Republic,Greece,46112.0,May 2021
1975,12,Czech Republic,Germany,48576.0,June 2021
1999,01,Czech Republic,Georgia,46112.0,July 2021
1999,01,Czech Republic,France,43680.0,August 2021
1980,08,Czech Republic,Estonia,48576.0,September 2021
1999,02,Czech Republic,Finland,5953.5,October 2021
1989,07,Czech Republic,Austria,48576.0,November 2021
1997,04,Croatia,Bosnia & Herzegovina,93735.0,January 2021
1971,04,Croatia,Italy,82560.0,February 2021
1994,06,Croatia,Slovenia,45584.0,December 2019
1971,07,China with HK ReExports,Vietnam,45584.0,December 2020
1989,06,China with HK ReExports,Togo,45584.0,December 2021
1972,05,China with HK ReExports,Singapore,94224.0,December 2022
1995,07,China with HK ReExports,Philippines,91080.0,December 2023
2009,04,China with HK ReExports,Saudi Arabia,115200.0,December 2020
2010,02,China with HK ReExports,Taiwan,244203.05,December 2021
2013,10,Colombia,Ecuador,165789.0,December 2022
2008,04,Colombia,Venezuela,85612.8,January 2020
1960,08,Cote d'Ivoire,Burkina Faso,81237.0,January 2021
1974,09,Cote d'Ivoire (General),Burkina Faso,187106.4,January 2022
2018,01,China with HK ReExports,Malaysia,85612.8,June 2020
1997,04,China with HK ReExports,India,85612.8,August 2020
1991,04,China with HK ReExports,Chile,91080.0,September 2020
1952,03,China with HK ReExports,"Congo, Dem. Rep.",136770.0,October 2020
9999,01,China with HK ReExports,Angola,22800.0,November 2020
2007,10,China with HK ReExports,Brazil,168376.0,December 2020
2014,04,China,Vietnam,107328.0,January 2020
2002,04,China,Togo,85612.8,February 2020
2002,03,China,Thailand,50629.74,April 2020
2003,04,China,Taiwan,12156.0,January 2021
2008,03,China,Saudi Arabia,350016.0,May 2021
1972,01,Chile,Bolivia,30400.0,December 2020
1965,01,Chile,Germany,350016.0,December 2021
2003,10,China,Angola,192816.0,December 2022
2011,04,Bulgaria,Macedonia,150384.0,December 2021
2004,04,Bulgaria,Romania,24561.6,December 2022
2012,02,Bulgaria,Serbia,142272.0,December 2023
2004,04,Canada,France,43050.0,January 2021
2004,07,Brazil,Hong Kong,81202.08,January 2022
2005,03,Brazil,Marshall Islands,68764.8,January 2023
1973,06,Belgium,United States,91000.0,February 2020
2004,11,Belgium,Switzerland,106340.0,September 2021
2005,06,Belarus,Russia,364600.0,October 2021
2005,07,Belgium,Austria,1702.4,December 2021
1981,06,Belarus,Lithuania,202400.0,February 2021
1983,11,Belgium,Burkina Faso,18240.0,December 2020
1971,01,Belgium,Cameroon,80620.8,December 2021
2006,01,Belgium,Cote d Ivoire,364600.0,December 2022
2005,10,Belgium,Denmark,364600.0,December 2020
2006,03,Belgium,Germany,42900.0,December 2023
2006,03,Belgium,Greece,241128.0,January 2021
1981,02,Belgium,Hong Kong,135280.0,January 2022
1982,07,Belgium,Ireland,106340.0,June 2020
2019,12,Belgium,Italy,29548.8,July 2020
1996,06,Belgium,"Korea, South",18740.0,August 2020
2007,03,Belgium,Malaysia,26006.4,January 2020
2007,04,Belgium,Netherlands,14584.0,April 2020
2007,06,Belgium,Luxembourg,25532.64,December 2021
2002,03,Belgium,"Korea, South",25532.64,January 2021
1977,04,Belgium,Italy,89440.0,February 2021
1969,10,Belarus,Estonia,50652.0,October 2020
2005,12,Belgium,Austria,29664.0,January 2020
2007,05,Belgium,Switzerland,141450.0,May 2021
2007,09,Belgium,Spain,23808.0,July 2021
2007,09,Belgium,Slovenia,88017.6,August 2021
2007,08,Belgium,Senegal,50397.6,October 2021
2007,08,Belgium,Rwanda,10713.6,December 2021
1982,09,Belgium,Saudi Arabia,19776.0,January 2021
2008,07,Belgium,Portugal,65480.0,February 2021
2007,11,Belgium,Poland,220864.0,December 2019
2003,09,Belgium,Thailand,16676.0,December 2022
1996,09,Bulgaria,Greece,81136.0,December 2020
1960,04,Brazil,Liberia,31136.0,December 2022
1993,09,Belgium,Vietnam,42592.0,December 2023
1989,01,Bulgaria,Turkey,73554.0,January 2020
1962,09,Canada,Australia,29280.0,January 2021
2005,04,Canada,United Arab Emirates,1006.8,June 2020
1969,05,Canada,United States,43008.6,July 2020
2000,03,Chile,Bolivia,1767.6,September 2020
1996,11,China,Hong Kong,56580.0,November 2020
2001,08,China,India,23700.0,December 2020
1956,04,China,Myanmar,42592.0,January 2021
2008,06,China,Thailand,64064.0,July 2021
1996,09,Colombia,Costa Rica,100672.0,December 2020
1996,11,Colombia,Dominican Republic,100672.0,December 2021
1995,01,China with HK ReExports,Saudi Arabia,64800.0,January 2020
1997,02,China with HK ReExports,Vietnam,45000.0,January 2022
2007,07,China with HK ReExports,Turkey,128128.0,January 2023
1996,10,Croatia,Slovenia,20000.0,May 2020
1971,03,Croatia,Bosnia & Herzegovina,75978.0,July 2020
2003,04,Croatia,Albania,24992.0,August 2020
2004,04,Czech Republic,Estonia,121024.2,November 2020
2002,04,Czech Republic,Germany,39160.0,December 2020
1967,10,Czech Republic,Greece,45056.0,January 2020
2018,04,Czech Republic,Hungary,45056.0,February 2020
1995,01,Czech Republic,Poland,43120.0,January 2021
1988,05,Czech Republic,Netherlands,42662.4,May 2021
1992,12,Czech Republic,Portugal,11635.2,June 2021
1997,10,Czech Republic,Serbia,12600.0,July 2021
1988,03,Czech Republic,Romania,24112.0,August 2021
1997,10,Czech Republic,Russia,58212.0,September 2021
1998,02,Denmark,United Kingdom,0.0,October 2021
1968,01,Denmark,Sri Lanka,73022.4,December 2021
2004,05,Denmark,Slovakia,68640.0,February 2021
1997,12,Denmark,Slovenia,100672.0,December 2019
1987,02,Denmark,Poland,151184.0,December 2020
1987,12,Denmark,Italy,49704.0,December 2023
1997,08,Denmark,Hungary,100672.0,December 2020
2001,09,Denmark,Germany,10342.4,December 2022
1973,04,Denmark,France,10000.0,December 2023
2004,03,Denmark,Finland,220.0,January 2020
1998,02,Denmark,China,61440.0,January 2023
2019,04,Denmark,Austria,171648.0,May 2020
1983,10,Czech Republic,Slovakia,100128.0,July 2020
2019,09,Czech Republic,Slovenia,33006.6,August 2020
2017,05,Czech Republic,Spain,34360.0,September 2020
2004,07,Czech Republic,Switzerland,33006.6,October 2020
1991,11,Czech Republic,Turkey,33006.6,November 2020
1999,03,EU (External Trade),Burkina Faso,22004.4,December 2020
2000,04,EU (External Trade),Burundi,51800.0,January 2020
1967,09,EU (External Trade),Cameroon,100672.0,February 2020
2007,10,EU (External Trade),Algeria,99019.8,November 2021
1988,11,El Salvador,Nicaragua,33352.0,December 2020
1988,12,EU (External Trade),Mali,45900.0,December 2023
1989,03,EU (External Trade),Malaysia,30140.0,January 2020
1989,09,EU (External Trade),Madagascar,11926.08,January 2021
2006,08,EU (External Trade),Liberia,32448.0,January 2023
1976,04,EU (External Trade),Libya,39996.0,May 2020
1980,11,EU (External Trade),Indonesia,33958.4,December 2020
1999,11,EU (External Trade),Hong Kong,8080.0,February 2020
1990,10,EU (External Trade),Guyana,17136.0,April 2020
1965,08,EU (External Trade),Honduras,29088.0,January 2021
2005,06,EU (External Trade),Guatemala,33006.6,May 2021
2006,01,EU (External Trade),Guinea,100672.0,June 2021
2003,09,EU (External Trade),Ghana,11926.08,July 2021
1970,12,EU (External Trade),Georgia,14400.0,August 2021
2000,04,EU (External Trade),Egypt,55011.0,October 2021
2008,10,EU (External Trade),"Congo, Dem. Rep.",44008.8,December 2019
