year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
,,Spain (Customs),Russia,176220.0,May 2021
,,Spain (Customs),Singapore,36655.3,June 2021
,,Spain (Customs),Romania,88110.0,July 2021
2014,10,Spain (Customs),Portugal,65998.8,August 2021
,,Spain (Customs),Netherlands,96186.0,September 2021
2015,03,Spain (Customs),Morocco,34463.52,October 2021
2015,03,Spain (Customs),Italy,285000.0,November 2021
,,Spain (Customs),Ireland,34463.52,December 2021
,,Spain (Customs),Hungary,89694.0,January 2021
2016,10,Spain (Customs),Greece,65440.7,February 2021
2015,01,Spain (Customs),France,65208.0,December 2019
2015,05,Spain (Customs),Czech Republic,34463.52,December 2020
,,Spain (Customs),Cuba,34463.52,December 2020
2015,01,Spain (Customs),Colombia,34463.52,December 2021
2015,04,Spain (Customs),China,34463.52,December 2022
,,Spain (Customs),Bulgaria,34463.52,December 2023
2015,03,Spain (Customs),Belgium,18514.44,December 2020
2015,03,Spain (Customs),Brazil,0.0,December 2021
2015,03,Spain (Customs),Andorra,7953.12,December 2022
2015,05,Spain (Customs),Angola,0.0,December 2023
,,Spain (Customs),Algeria,56848.0,January 2020
,,Spain,Vietnam,56848.0,January 2021
2015,03,Spain,Taiwan,5168.0,January 2022
,,Spain,Switzerland,18627.84,January 2023
2015,06,Spain,Sweden,21168.0,May 2020
,,Spain,Russia,3136.0,June 2020
2015,05,Spain,Saudi Arabia,38592.0,July 2020
2015,05,Spain,Singapore,34288.2,August 2020
2014,09,Spain,Romania,40150.0,September 2020
2016,01,Spain,Portugal,57680.0,October 2020
2015,10,Spain,Netherlands,200000.0,November 2020
2015,11,Spain,Morocco,8828.8,December 2020
1985,05,Spain,Melilla,203632.0,January 2020
2015,09,Spain,Italy,86152.0,February 2020
2016,01,Spain,Luxembourg,41433.6,April 2020
2020,12,Spain,Ireland,41433.6,January 2021
2020,12,Spain,Hungary,37624.8,May 2021
,,Spain,India,258816.0,June 2021
2016,07,Spain,Greece,1411.2,July 2021
,,Spain,Germany,691.2,August 2021
2015,11,Spain,France,53868.8,September 2021
,,Spain,Czech Republic,41433.6,October 2021
,,Spain,Cuba,10784.0,November 2021
2020,12,Spain,Colombia,0.0,December 2021
,,Spain,Ceuta,362001.0,January 2021
2016,05,Spain,Bulgaria,36448.0,February 2021
,,Spain,China,41433.6,December 2019
,,Spain,Brazil,2100.0,December 2020
2015,12,Spain,Belgium,0.0,December 2020
2015,12,Spain,Angola,54900.0,December 2021
2016,01,Spain,Andorra,40150.0,December 2022
2016,01,Spain,Algeria,128480.0,December 2023
2018,06,South Korea,Vietnam,42340.0,December 2020
2016,07,South Korea,Thailand,53352.0,December 2021
,,South Korea,United States,41433.6,December 2022
,,South Korea,Taiwan,68856.0,December 2023
2015,12,South Korea,Singapore,2946.0,January 2020
2018,06,South Korea,Pakistan,73521.0,January 2021
2017,09,South Korea,Philippines,0.0,January 2022
,,South Korea,Japan,47829.6,January 2023
,,South Korea,Malaysia,55178.4,May 2020
2017,07,South Korea,Indonesia,54999.0,June 2020
2015,02,South Korea,India,432240.0,July 2020
2015,02,South Korea,Hong Kong,36600.0,August 2020
2016,03,South Korea,Fiji,129864.24,September 2020
,,South Korea,China,90090.0,October 2020
2018,03,South Korea,Chile,33739.2,November 2020
2016,04,South Africa,Zimbabwe,1780.0,December 2020
,,South Africa,Swaziland,21470.4,January 2020
2016,04,South Africa,Zambia,1780.0,February 2020
2016,08,South Africa,Namibia,33739.2,April 2020
,,South Africa,Mauritius,33739.2,January 2021
2016,06,South Africa,Mozambique,1780.0,May 2021
2016,06,South Africa,Malawi,0.0,June 2021
2016,06,South Africa,Lesotho,33739.2,July 2021
2016,06,South Africa,Botswana,1780.0,August 2021
2016,09,Slovenia,Serbia,17248.0,September 2021
2018,11,Slovenia,Croatia,2352.0,October 2021
,,Slovenia,France,95030.0,November 2021
2017,11,Slovenia,Italy,33739.2,December 2021
2016,09,Slovenia,Macedonia,33739.2,January 2021
2017,02,Slovakia,Austria,1780.0,February 2021
2016,11,Slovakia,Bulgaria,65790.0,December 2019
2017,01,Slovakia,Czech Republic,65790.0,December 2020
,,Slovakia,Poland,29937.6,December 2020
,,Slovenia,Austria,567315.0,December 2021
2015,06,Slovenia,Bosnia & Herzegovina,7022.4,December 2022
2017,02,Singapore,Taiwan,40320.0,December 2023
2017,09,Singapore,Thailand,200000.0,December 2020
,,Singapore,Malaysia,95030.0,December 2021
,,Singapore,Philippines,7022.4,December 2022
,,Serbia,Romania,17248.0,December 2023
,,Serbia,Greece,7022.4,January 2020
,,Singapore,Brunei Darussalam,17248.0,January 2021
2016,08,Singapore,"Korea, South",702390.0,January 2022
,,Serbia,Bulgaria,55036.8,January 2023
2016,10,Serbia,Bosnia & Herzegovina,52214.4,May 2020
,,Russia,Ukraine,29937.6,June 2020
2016,09,Russia,Tajikistan,65790.0,July 2020
2016,06,Russia,Mongolia,324000.0,August 2020
2018,03,Russia,Lithuania,216120.0,September 2020
,,Russia,Kazakhstan,31500.0,October 2020
,,Russia,Kyrgyzstan,29937.6,November 2020
,,Russia,Georgia,14896.0,December 2020
,,Russia,Czech Republic,199512.0,January 2020
,,Russia,Belarus,65790.0,February 2020
,,Russia,Azerbaijan,2822.4,April 2020
,,Russia,Armenia,95030.0,January 2021
,,Romania,Hungary,43920.0,May 2021
2016,10,Romania,Serbia,90900.0,June 2021
2014,10,Qatar,United States,41200.0,July 2021
2017,05,Romania,Czech Republic,80692.5,August 2021
,,Qatar,Switzerland,95030.0,September 2021
2016,12,Qatar,Singapore,7310.0,October 2021
,,Qatar,Morocco,158400.0,November 2021
2016,11,Portugal,Spain,95030.0,December 2021
2016,10,Portugal,Angola,201600.0,January 2021
2016,12,Poland (Customs),Slovakia,13632.0,February 2021
2016,12,Poland (Customs),Turkey,12963.6,December 2019
2017,06,Poland (Customs),Lithuania,55036.8,December 2020
2017,01,Poland (Customs),Malta,55036.8,December 2020
,,Poland (Customs),Morocco,156870.0,December 2021
,,Poland (Customs),Netherlands,17839.8,December 2022
2017,01,Poland (Customs),Italy,27200.0,December 2023
2017,02,Poland (Customs),Hungary,95030.0,December 2020
,,Poland (Customs),Germany,65790.0,December 2021
,,Poland (Customs),Czech Republic,55036.8,December 2022
2017,02,Poland (Customs),Algeria,95030.0,December 2023
,,Poland (Customs),Austria,95030.0,January 2020
,,Poland,Lithuania,55036.8,January 2021
2017,02,Poland,Malta,74025.0,January 2022
2017,02,Poland,Morocco,0.0,January 2023
2017,02,Poland,Netherlands,63782.4,May 2020
2017,02,Poland,Turkey,55036.8,June 2020
2017,02,Poland,Slovakia,55036.8,July 2020
2017,02,Philippines,Mexico,170117.6,August 2020
2017,02,Philippines,Singapore,0.0,September 2020
2017,02,Philippines,Thailand,43945.6,October 2020
2017,03,Poland,Algeria,40150.0,November 2020
2017,02,Poland,Austria,33800.0,December 2020
,,Poland,Czech Republic,97920.0,January 2020
2017,02,Poland,Germany,18800.0,February 2020
2017,03,Poland,Hungary,24240.0,April 2020
2017,02,Poland,Italy,72940.5,January 2021
2017,02,Peru,Chile,60900.0,May 2021
2017,02,New Zealand,Niue,41660.8,June 2021
2017,03,Netherlands,United Kingdom,114660.0,July 2021
2017,02,New Zealand,Vanuatu,17248.0,August 2021
2017,02,Netherlands,Sweden,540300.0,September 2021
2017,02,Netherlands,Slovakia,65790.0,October 2021
2017,02,Netherlands,Slovenia,95030.0,November 2021
2017,02,Netherlands,South Africa,108060.0,December 2021
2017,03,Netherlands,Spain,17248.0,January 2021
,,Netherlands,Germany,66082.4,February 2021
2017,02,Netherlands,Greece,94737.6,December 2019
2017,02,Netherlands,Guyana,216120.0,December 2020
2017,02,Netherlands,Hungary,17776.0,December 2020
2017,03,Netherlands,Iceland,23520.0,December 2021
2017,02,Netherlands,Ireland,1600.0,December 2022
2017,02,Netherlands,Italy,65790.0,December 2023
2017,02,Netherlands,Latvia,95030.0,December 2020
2017,02,Netherlands,Lithuania,17776.0,December 2021
2017,03,Netherlands,Luxembourg,65790.0,December 2022
2017,03,Netherlands,Mali,95030.0,December 2023
2017,02,Netherlands,Malta,4040.0,January 2020
2017,03,Netherlands,Niger,80410.0,January 2021
2017,03,Netherlands,Non-EU Suppression,216120.0,January 2022
2017,03,Netherlands,Not Determin Extra EU Trade,72940.5,January 2023
2017,03,Netherlands,Panama,216120.0,May 2020
2017,02,Netherlands,Portugal,95030.0,June 2020
2017,02,Netherlands,Romania,10504.0,July 2020
2018,03,Lithuania,Latvia,19404.0,August 2020
,,Lithuania,Estonia,95030.0,September 2020
,,Lithuania,Germany,28500.0,October 2020
,,Malaysia,Brunei Darussalam,17776.0,November 2020
,,Malaysia,Papua New Guinea,43860.0,December 2020
,,Malaysia,Philippines,95030.0,January 2020
,,Kenya,Uganda,30550.08,February 2020
,,Latvia,Lithuania,808.0,April 2020
,,Kenya,Tanzania,7272.0,January 2021
,,Kenya,Rwanda,17820.88,May 2021
,,Kenya,Malawi,1272.92,June 2021
,,Japan,Vietnam,38400.0,July 2021
2017,02,Japan,United States,119280.0,August 2021
2017,02,Malaysia,Singapore,38400.0,September 2021
2017,02,Malaysia,Sri Lanka,38400.0,October 2021
2017,02,Malaysia,Sudan,15768.0,November 2021
2017,02,Mexico,Chile,84096.0,December 2021
2017,03,Mexico,Guatemala,38952.0,January 2021
2017,02,Mexico,United States,10512.0,February 2021
2017,02,Netherlands,Austria,84096.0,December 2019
2017,02,Netherlands,Belgium,38952.0,December 2020
2017,03,Netherlands,Bulgaria,41160.0,December 2020
2017,02,Netherlands,Burkina Faso,38400.0,December 2021
2017,02,Netherlands,Cameroon,11400.0,December 2022
2017,10,Netherlands,Costa Rica,3246.0,December 2023
,,Netherlands,Cote d Ivoire,25872.0,December 2020
,,Netherlands,Cyprus,70239.0,December 2021
2017,02,Netherlands,Denmark,145881.0,December 2022
2017,03,Netherlands,Dominican Republic,25640.0,December 2023
2017,02,Netherlands,Estonia,25640.0,January 2020
2017,02,Netherlands,EU Suppression,289060.5,January 2021
2017,02,Netherlands,Finland,43920.0,January 2022
2017,02,Netherlands,France,16800.0,January 2023
2017,03,Netherlands,Gabon,18128.0,May 2020
2017,02,Japan,Turkey,131208.0,June 2020
2017,02,Japan,Thailand,8100.0,July 2020
2017,04,Japan,Taiwan,15656.0,August 2020
2017,02,Japan,Philippines,18128.0,September 2020
2017,02,Japan,Malaysia,189105.0,October 2020
2017,02,Japan,Indonesia,189105.0,November 2020
2017,02,Japan,"Korea, South",199911.0,December 2020
2017,02,Japan,India,8240.0,January 2020
2017,02,Japan,Chile,18128.0,February 2020
2017,02,Japan,Bangladesh,15656.0,April 2020
2017,02,Italy Istat,Spain,9344.16,January 2021
2017,02,Italy Istat,Switzerland,578121.0,May 2021
2017,03,Italy Istat,Thailand,181000.5,June 2021
2017,02,Italy Istat,Pakistan,18688.32,July 2021
2017,02,Italy Istat,Qatar,70239.0,August 2021
2017,02,Italy Istat,Romania,9600.0,September 2021
2017,02,Italy Istat,Slovenia,40750.0,October 2021
2017,03,Italy,Romania,11410.0,November 2021
2017,03,Italy,Slovenia,6229.44,December 2021
2017,02,Italy,Spain,19055.0,January 2021
2017,02,Italy,Switzerland,369768.0,February 2021
2017,02,Italy,Thailand,299520.0,December 2019
2017,02,Italy Istat,Albania,299520.0,December 2020
2017,02,Italy Istat,Belgium,4095.0,December 2020
2017,02,Italy Istat,Benin,299520.0,December 2021
2017,02,Italy Istat,Austria,17072.0,December 2022
,,Italy Istat,Croatia,17072.0,December 2023
2017,02,Italy Istat,Cuba,57165.0,December 2020
2017,02,Italy Istat,Cyprus,17072.0,December 2021
2017,02,Italy Istat,Czech Republic,17072.0,December 2022
2017,02,Italy Istat,Estonia,324000.0,December 2023
2018,09,Italy Istat,France,60208.0,January 2020
2017,02,Italy Istat,Germany,0.0,January 2021
2017,02,Italy Istat,Greece,99840.0,January 2022
2017,02,Italy Istat,Ireland,467359.5,January 2023
2017,02,Italy Istat,Lithuania,17072.0,May 2020
2017,02,Italy Istat,Malta,199680.0,June 2020
2017,02,Italy,Albania,32340.0,July 2020
2017,03,Italy,Austria,51300.0,August 2020
2017,02,Italy,Belgium,17072.0,September 2020
2017,02,Italy,Benin,43920.0,October 2020
2017,02,Ireland (Customs),Taiwan,22960.0,November 2020
2017,02,Ireland (Customs),Northern Ireland,99840.0,December 2020
2017,02,Italy,Croatia,132288.0,January 2020
2017,02,Italy,Cuba,25500.0,February 2020
2017,04,Italy,Cyprus,100800.0,April 2020
,,Italy,Czech Republic,99840.0,January 2021
,,Italy,Estonia,39552.0,May 2021
,,Italy,France,96900.0,June 2021
2017,04,Italy,Germany,99840.0,July 2021
,,Italy,Greece,98280.0,August 2021
,,Italy,Ireland,214704.0,September 2021
,,Italy,Lithuania,173432.0,October 2021
2017,02,Italy,Malta,99840.0,November 2021
2018,03,Italy,Pakistan,3001.6,December 2021
2017,07,Italy,Qatar,389016.0,January 2021
,,Ireland (Customs),Israel,193200.0,February 2021
2017,07,Ireland,United Kingdom,37821.0,December 2019
,,Ireland,Israel,18300.0,December 2020
2017,07,Iran,Azerbaijan,96960.0,December 2020
2017,06,India,Zambia,18300.0,December 2021
2017,06,Iran,Afghanistan,96960.0,December 2022
2017,07,India,United States,214704.0,December 2023
2017,08,India,Uganda,40304.0,December 2020
,,India,United Arab Emirates,17072.0,December 2021
,,India,Sri Lanka,189105.0,December 2022
,,India,Switzerland,418732.5,December 2023
,,India,Tanzania,243000.0,January 2020
,,India,Iraq,58800.0,January 2021
,,India,Lebanon,11600.0,January 2022
2017,08,India,Maldives,121485.0,January 2023
2017,09,India,Namibia,54028.8,May 2020
,,India,Nepal,17776.0,June 2020
2017,09,India,Nigeria,6688.0,July 2020
,,India,Oman,253941.0,August 2020
,,India,Papua New Guinea,17776.0,September 2020
2017,03,India,Puerto Rico (U.S.),18700.0,October 2020
2017,12,Hungary,Austria,40800.0,November 2020
,,Guatemala,Honduras,17776.0,December 2020
,,Hungary,Croatia,37677.38,January 2020
2017,12,Hungary,Czech Republic,19055.0,February 2020
2017,12,Hungary,Greece,283657.5,April 2020
2017,12,Greece,Cyprus,171000.0,January 2021
2018,03,Germany (Customs),Vietnam,364702.5,May 2021
2018,03,Greece,Albania,17776.0,June 2021
2019,12,Hungary,Moldova,27014.4,July 2021
2018,03,Hungary,Poland,18325.44,August 2021
2017,12,Hungary,Romania,17776.0,September 2021
2018,08,Hungary,Serbia,18325.44,October 2021
,,Hungary,Slovakia,71568.0,November 2021
2018,09,Hungary,Switzerland,17776.0,December 2021
2019,02,India,Afghanistan,13184.0,January 2021
,,India,Bangladesh,189105.0,February 2021
,,India,Benin,17776.0,December 2019
,,India,Bhutan,337687.5,December 2020
,,Germany (Customs),United States,25984.4,December 2020
,,Germany (Customs),United Kingdom,37200.0,December 2021
,,Germany (Customs),United Arab Emirates,51760.8,December 2022
,,Germany (Customs),Ukraine,189105.0,December 2023
,,Germany (Customs),Turkey,59640.0,December 2020
2017,12,Germany (Customs),Thailand,8500.0,December 2021
2019,03,Germany (Customs),Tajikistan,1018.08,December 2022
2020,12,Germany (Customs),Taiwan,1018.08,December 2023
2018,05,Germany (Customs),Switzerland,105849.2,January 2020
,,Germany (Customs),Sweden,36019.2,January 2021
2021,02,Germany (Customs),Spain,30240.0,January 2022
,,Germany (Customs),South Africa,17776.0,January 2023
2018,04,Germany (Customs),Slovenia,18325.44,May 2020
2018,01,Germany (Customs),Slovakia,60032.0,June 2020
,,Germany (Customs),Singapore,702390.0,July 2020
2018,03,Germany (Customs),Serbia,32832.0,August 2020
2018,03,Germany (Customs),Saudi Arabia,364702.5,September 2020
2018,03,Germany (Customs),Russia,34416.0,October 2020
2018,03,Germany (Customs),Romania,48480.0,November 2020
2018,03,Germany (Customs),Portugal,18325.44,December 2020
2018,03,Germany (Customs),Poland,143640.0,January 2020
2018,03,Germany (Customs),Philippines,17776.0,February 2020
2018,03,Germany (Customs),Norway,17776.0,April 2020
2018,03,Germany (Customs),New Zealand,106340.0,January 2021
2018,03,Germany (Customs),Nigeria,702390.0,May 2021
2018,03,Germany (Customs),Netherlands,143640.0,June 2021
,,Germany (Customs),Morocco,17776.0,July 2021
2018,03,Germany (Customs),Moldova,32340.0,August 2021
2018,03,Germany (Customs),Malta,51300.0,September 2021
2018,03,Germany (Customs),Malaysia,332688.0,October 2021
2018,08,Germany (Customs),Mali,195024.0,November 2021
,,Germany (Customs),Macedonia,16968.0,December 2021
2018,05,Germany (Customs),Luxembourg,378576.0,January 2021
,,Germany (Customs),Lithuania,263856.0,February 2021
2018,07,Germany (Customs),Latvia,12006.4,December 2019
,,Germany (Customs),"Korea, South",25984.4,December 2020
,,Germany (Customs),Japan,17776.0,December 2020
2018,04,Germany (Customs),Kazakhstan,55200.0,December 2021
,,Germany (Customs),Italy,32832.0,December 2022
2018,04,Germany (Customs),Israel,60032.0,December 2023
,,Germany (Customs),Ireland,228200.0,December 2020
,,Germany (Customs),India,280275.0,December 2021
2018,07,Germany (Customs),Hungary,388800.0,December 2022
,,Germany (Customs),Hong Kong,1261600.5,December 2023
2018,06,Germany (Customs),Guatemala,21836.0,January 2020
2018,04,Germany (Customs),Greece,364702.5,January 2021
2018,04,Germany (Customs),France,27014.4,January 2022
2018,06,Germany (Customs),Finland,6496.1,January 2023
2018,06,Germany (Customs),Estonia,17776.0,May 2020
2018,06,Germany (Customs),Ethiopia,7504.0,June 2020
2018,07,Germany (Customs),Denmark,30090.0,July 2020
2018,06,Germany (Customs),Czech Republic,94552.5,August 2020
,,Germany (Customs),Cyprus,243135.0,September 2020
,,Germany (Customs),Croatia,44000.0,October 2020
,,Germany (Customs),Colombia,60032.0,November 2020
2018,06,Germany (Customs),Chile,12540.0,December 2020
2018,06,Germany (Customs),China,702390.0,January 2020
2018,09,Germany (Customs),Bulgaria,65880.0,February 2020
,,Germany (Customs),Brazil,27015.0,April 2020
2018,07,Germany (Customs),Belgium,162816.0,January 2021
,,Germany (Customs),Bolivia,168165.0,May 2021
,,Germany (Customs),Austria,364702.5,June 2021
2018,07,Germany (Customs),Australia,96000.0,July 2021
2018,07,Germany,Vietnam,72000.0,August 2021
2018,08,Germany (Customs),Algeria,99955.5,September 2021
,,Germany,Ukraine,168000.0,October 2021
