Production date,Origin and Destination country,Project Name,Amount
,Spain (Customs):Netherlands,<Final Budget(Apr)> FY2022_Plan (Annual),"17 848,80"
2012年09月,Spain (Customs):New Zealand,<Final Budget(Apr)> FY2023_Plan (Annual),"236 600,00"
2012年09月,Spain (Customs):Niger,<Actual> May (QTD) (FY2020),"53 546,40"
2012年09月,Spain (Customs):Peru,<Actual> June (QTD) (FY2020),"236 600,00"
,Spain (Customs):Portugal,<Actual> July (QTD) (FY2020),"14 215,20"
,Spain (Customs):Romania,<Actual> August (QTD) (FY2020),"14 215,20"
2012年09月,Spain (Customs):Russia,<Actual> September (QTD) (FY2020),"9 476,80"
,Spain (Customs):Sweden,<Actual> October (QTD) (FY2020),"4 738,40"
2012年09月,Spain (Customs):Switzerland,<Actual> November (QTD) (FY2020),"9 476,80"
,Spain (Customs):Tunisia,<Actual> December (QTD) (FY2020),"9 476,80"
,Spain (Customs):Turkey,<Actual> January (QTD) (FY2020),"9 476,80"
,Switzerland:France,<Actual> February (QTD) (FY2020),"4 738,40"
2013年02月,Switzerland:Germany,<Actual> March (QTD) (FY2020),"18 953,60"
2013年01月,Taiwan:China,<Actual> April (QTD) (FY2021),"14 215,20"
,Taiwan:Ireland,<Actual> May (QTD) (FY2021),"9 476,80"
,Taiwan:Israel,<Actual> June (QTD) (FY2021),"14 215,20"
2012年12月,Taiwan:Japan,<Actual> July (QTD) (FY2021),"4 738,40"
,Taiwan:Malaysia,<Actual> August (QTD) (FY2021),"9 476,80"
,Taiwan:Netherlands,<Actual> September (QTD) (FY2021),"18 953,60"
2012年10月,Taiwan:Philippines,<Actual> October (QTD) (FY2021),"9 476,80"
2012年10月,Taiwan:Singapore,<Actual> November (QTD) (FY2021),"5 328,00"
,Taiwan:Thailand,<Actual> December (QTD) (FY2021),"5 328,00"
,Taiwan:United States,<Actual> January (QTD) (FY2021),"191 610,00"
2012年10月,Taiwan:Vietnam,<Actual>February (QTD) (FY2021),"392 860,00"
,Thailand:Argentina,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"176 787,00"
,Thailand:Australia,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"166 965,50"
2014年04月,Thailand:Brazil,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"186 608,50"
,Thailand:Cambodia,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"358 700,00"
2012年12月,Thailand:Hong Kong,<Submitted Budget(Dec)> FY2022_Plan (Annual),"105 500,00"
2012年10月,Thailand:Indonesia,<Submitted Budget(Dec)> FY2023_Plan (Annual),"464 200,00"
,Thailand:Japan,<Final Budget(Dec)> FY2020_Final Budget (Annual),"12 040,00"
2013年11月,Thailand:Laos,<Final Budget(Dec)> FY2021_Final Budget (Annual),"12 040,00"
2013年01月,Thailand:Philippines,<Final Budget(Dec)> FY2022_Plan (Annual),"15 050,00"
,Thailand:Vietnam,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"30 100,00"
,Turkey:Albania,<Final Budget(Apr)> FY2020_Final Budget (Annual),"30 100,00"
2013年08月,United Kingdom HMRC:France,<Final Budget(Apr)> FY2021_Final Budget (Annual),"30 100,00"
,United Kingdom HMRC:Germany,<Final Budget(Apr)> FY2022_Plan (Annual),"30 100,00"
,United Kingdom HMRC:Ireland,<Final Budget(Apr)> FY2023_Plan (Annual),"12 040,00"
2012年12月,United Kingdom HMRC:Israel,<Actual> May (QTD) (FY2020),"15 050,00"
,United Kingdom HMRC:Netherlands,<Actual> June (QTD) (FY2020),"30 100,00"
,United Kingdom HMRC:Saudi Arabia,<Actual> July (QTD) (FY2020),"30 100,00"
,United Kingdom HMRC:Spain,<Actual> August (QTD) (FY2020),"30 100,00"
2012年12月,United Kingdom HMRC:Sweden,<Actual> September (QTD) (FY2020),"30 100,00"
,United States:Bahamas,<Actual> October (QTD) (FY2020),"75 250,00"
2012年12月,United States:Canada,<Actual> November (QTD) (FY2020),"60 200,00"
2012年09月,United States:Ecuador,<Actual> December (QTD) (FY2020),"30 100,00"
2013年04月,United States:El Salvador,<Actual> January (QTD) (FY2020),"30 100,00"
,United States:Germany,<Actual> February (QTD) (FY2020),"60 200,00"
2013年02月,United States:Ireland,<Actual> March (QTD) (FY2020),"45 150,00"
2013年02月,United States:Israel,<Actual> April (QTD) (FY2021),"30 100,00"
,United States:Jamaica,<Actual> May (QTD) (FY2021),"30 100,00"
2013年02月,United States:Japan,<Actual> June (QTD) (FY2021),"45 150,00"
2013年01月,"United States:Korea, South",<Actual> July (QTD) (FY2021),"30 100,00"
2013年01月,United States:Mexico,<Actual> August (QTD) (FY2021),"30 100,00"
2013年04月,United States:Netherlands,<Actual> September (QTD) (FY2021),"105 350,00"
,United States:Singapore,<Actual> October (QTD) (FY2021),"45 150,00"
,United States:Taiwan,<Actual> November (QTD) (FY2021),"60 200,00"
,United States:United Kingdom,<Actual> December (QTD) (FY2021),"30 100,00"
,United States (CIF):Bahamas,<Actual> January (QTD) (FY2021),"10 112,00"
2013年02月,United States (CIF):Canada,<Actual>February (QTD) (FY2021),"5 056,00"
2013年08月,United States (CIF):Ecuador,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"5 056,00"
,United States (CIF):El Salvador,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"5 056,00"
2013年01月,United States (CIF):Germany,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"153 360,00"
,United States (CIF):Ireland,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"57 654,00"
,United States (CIF):Israel,<Submitted Budget(Dec)> FY2022_Plan (Annual),"18 315,36"
,United States (CIF):Jamaica,<Submitted Budget(Dec)> FY2023_Plan (Annual),"57 490,56"
,United States (CIF):Japan,<Final Budget(Dec)> FY2020_Final Budget (Annual),"78 072,00"
,"United States (CIF):Korea, South",<Final Budget(Dec)> FY2021_Final Budget (Annual),"56 722,47"
,United States (CIF):Mexico,<Final Budget(Dec)> FY2022_Plan (Annual),"14 372,64"
,United States (CIF):Netherlands,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"78 072,00"
,United States (CIF):Singapore,<Final Budget(Apr)> FY2020_Final Budget (Annual),"18 315,36"
,United States (CIF):Taiwan,<Final Budget(Apr)> FY2021_Final Budget (Annual),"147 168,00"
2012年12月,United States (CIF):United Kingdom,<Final Budget(Apr)> FY2022_Plan (Annual),"28 745,28"
2013年01月,United States (Consumption/Domestic):Bahamas,<Final Budget(Apr)> FY2023_Plan (Annual),"315 552,24"
2014年07月,United States (Consumption/Domestic):Canada,<Actual> May (QTD) (FY2020),"18 315,36"
,United States (Consumption/Domestic):Ecuador,<Actual> June (QTD) (FY2020),"11 820,00"
2013年03月,United States (Consumption/Domestic):El Salvador,<Actual> July (QTD) (FY2020),"147 168,00"
2014年03月,United States (Consumption/Domestic):Germany,<Actual> August (QTD) (FY2020),"208 192,00"
2013年06月,United States (Consumption/Domestic):Ireland,<Actual> September (QTD) (FY2020),"14 372,64"
,United States (Consumption/Domestic):Israel,<Actual> October (QTD) (FY2020),"14 372,64"
2013年03月,United States (Consumption/Domestic):Jamaica,<Actual> November (QTD) (FY2020),"18 315,36"
2013年08月,United States (Consumption/Domestic):Japan,<Actual> December (QTD) (FY2020),"86 235,84"
,"United States (Consumption/Domestic):Korea, South",<Actual> January (QTD) (FY2020),"14 372,64"
,United States (Consumption/Domestic):Mexico,<Actual> February (QTD) (FY2020),"18 315,36"
,United States (Consumption/Domestic):Netherlands,<Actual> March (QTD) (FY2020),"160 704,00"
,United States (Consumption/Domestic):Singapore,<Actual> April (QTD) (FY2021),"52 048,00"
2013年04月,United States (Consumption/Domestic):Taiwan,<Actual> May (QTD) (FY2021),"18 315,36"
2013年07月,United States (Consumption/Domestic):United Kingdom,<Actual> June (QTD) (FY2021),"378 360,00"
2013年07月,United States (HS 8):Bahamas,<Actual> July (QTD) (FY2021),"371 051,52"
2013年07月,United States (HS 8):Canada,<Actual> August (QTD) (FY2021),"150 249,60"
2013年10月,United States (HS 8):Ecuador,<Actual> September (QTD) (FY2021),"37 729,44"
2013年05月,United States (HS 8):El Salvador,<Actual> October (QTD) (FY2021),"37 729,44"
2013年10月,United States (HS 8):Germany,<Actual> November (QTD) (FY2021),"188 150,40"
,United States (HS 8):Ireland,<Actual> December (QTD) (FY2021),"74 023,20"
,United States (HS 8):Israel,<Actual> January (QTD) (FY2021),"18 864,72"
,United States (HS 8):Jamaica,<Actual>February (QTD) (FY2021),"53 899,20"
,United States (HS 8):Japan,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"14 372,64"
2013年05月,"United States (HS 8):Korea, South",<Submitted Budget(Dec)> FY2020_Prospect (Annual),"78 072,00"
,United States (HS 8):Mexico,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"389 760,00"
2014年04月,United States (HS 8):Netherlands,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"50 654,00"
2013年10月,United States (HS 8):Singapore,<Submitted Budget(Dec)> FY2022_Plan (Annual),"144 288,00"
2014年09月,United States (HS 8):Taiwan,<Submitted Budget(Dec)> FY2023_Plan (Annual),"123 876,00"
,United States (HS 8):United Kingdom,<Final Budget(Dec)> FY2020_Final Budget (Annual),"128 000,00"
,Uruguay:Punta Pereira (Uruguay),<Final Budget(Dec)> FY2021_Final Budget (Annual),"84 939,84"
2021年08月,Uruguay:Rio Negro (Uruguay),<Final Budget(Dec)> FY2022_Plan (Annual),"14 156,64"
2013年07月,Vietnam (BOL):Cambodia,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"36 126,72"
,Vietnam (BOL):India,<Final Budget(Apr)> FY2020_Final Budget (Annual),"25 804,80"
2013年08月,Vietnam (BOL):Cambodia,<Final Budget(Apr)> FY2021_Final Budget (Annual),"288 576,00"
,Uruguay:Rio Negro (Uruguay),<Final Budget(Apr)> FY2022_Plan (Annual),"14 156,64"
2013年10月,Uruguay:Punta Pereira (Uruguay),<Final Budget(Apr)> FY2023_Plan (Annual),"102 400,00"
,Vietnam (BOL):Laos,<Actual> May (QTD) (FY2020),"22 320,00"
,United States (HS 8):Taiwan,<Actual> June (QTD) (FY2020),"310 620,00"
2013年10月,United States (HS 8):United Kingdom,<Actual> July (QTD) (FY2020),"156 240,00"
,United States (HS 8):Singapore,<Actual> August (QTD) (FY2020),"511 872,00"
,United States (HS 8):New Zealand,<Actual> September (QTD) (FY2020),"284 580,00"
,United States (HS 8):Netherlands,<Actual> October (QTD) (FY2020),"223 200,00"
2013年12月,United States (HS 8):Mexico,<Actual> November (QTD) (FY2020),"535 680,00"
2013年08月,United States (HS 8):Malaysia,<Actual> December (QTD) (FY2020),"245 520,00"
2019年06月,"United States (HS 8):Korea, South",<Actual> January (QTD) (FY2020),"111 600,00"
,United States (HS 8):Japan,<Actual> February (QTD) (FY2020),"312 480,00"
,United States (HS 8):Jamaica,<Actual> March (QTD) (FY2020),"245 520,00"
,United States (HS 8):Israel,<Actual> April (QTD) (FY2021),"223 200,00"
,United States (HS 8):Germany,<Actual> May (QTD) (FY2021),"381 672,00"
,United States (HS 8):Canada,<Actual> June (QTD) (FY2021),"76 800,00"
,United States (HS 8):China,<Actual> July (QTD) (FY2021),"535 680,00"
9999年01月,United States (HS 8):Denmark,<Actual> August (QTD) (FY2021),"285 120,00"
2013年10月,United States (HS 8):Ecuador,<Actual> September (QTD) (FY2021),"51 609,60"
,United States (HS 8):Bahamas,<Actual> October (QTD) (FY2021),"74 400,00"
,United States (Consumption/Domestic):United Kingdom,<Actual> November (QTD) (FY2021),"70 783,20"
,United States (HS 8):Australia,<Actual> December (QTD) (FY2021),"14 156,64"
,United States (Consumption/Domestic):Taiwan,<Actual> January (QTD) (FY2021),"386 880,00"
,United States (Consumption/Domestic):Singapore,<Actual>February (QTD) (FY2021),"312 480,00"
2014年10月,United States (Consumption/Domestic):New Zealand,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"163 680,00"
,United States (Consumption/Domestic):Netherlands,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"535 680,00"
2013年10月,United States (Consumption/Domestic):Mexico,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"137 640,00"
2013年10月,"United States (Consumption/Domestic):Korea, South",<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"315 828,00"
2013年10月,United States (Consumption/Domestic):Malaysia,<Submitted Budget(Dec)> FY2022_Plan (Annual),"281 600,00"
,United States (Consumption/Domestic):Japan,<Submitted Budget(Dec)> FY2023_Plan (Annual),"985 600,00"
2013年08月,United States (Consumption/Domestic):Jamaica,<Final Budget(Dec)> FY2020_Final Budget (Annual),"1 126 400,00"
2013年10月,United States (Consumption/Domestic):Israel,<Final Budget(Dec)> FY2021_Final Budget (Annual),"44 640,00"
2013年10月,United States (Consumption/Domestic):Germany,<Final Budget(Dec)> FY2022_Plan (Annual),"1 126 400,00"
2013年12月,United States (Consumption/Domestic):Ecuador,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"985 600,00"
2013年12月,United States (Consumption/Domestic):Denmark,<Final Budget(Apr)> FY2020_Final Budget (Annual),"94 880,00"
2013年12月,United States (Consumption/Domestic):Canada,<Final Budget(Apr)> FY2021_Final Budget (Annual),"140 800,00"
9999年01月,United States (Consumption/Domestic):Bahamas,<Final Budget(Apr)> FY2022_Plan (Annual),"140 800,00"
9999年01月,United States (CIF):United Kingdom,<Final Budget(Apr)> FY2023_Plan (Annual),"140 800,00"
9999年01月,United States (Consumption/Domestic):Australia,<Actual> May (QTD) (FY2020),"30 640,00"
9999年01月,United States (CIF):Singapore,<Actual> June (QTD) (FY2020),"7 392,00"
9999年01月,United States (CIF):Taiwan,<Actual> July (QTD) (FY2020),"563 200,00"
9999年01月,United States (CIF):New Zealand,<Actual> August (QTD) (FY2020),"422 400,00"
9999年01月,United States (CIF):Mexico,<Actual> September (QTD) (FY2020),"281 600,00"
9999年01月,United States (CIF):Netherlands,<Actual> October (QTD) (FY2020),"281 600,00"
9999年01月,United States (CIF):Malaysia,<Actual> November (QTD) (FY2020),"42 240,00"
2013年12月,"United States (CIF):Korea, South",<Actual> December (QTD) (FY2020),"140 800,00"
2013年12月,United States (CIF):Japan,<Actual> January (QTD) (FY2020),"140 800,00"
2013年12月,United States (CIF):Jamaica,<Actual> February (QTD) (FY2020),"96 000,00"
2014年06月,United States (CIF):Israel,<Actual> March (QTD) (FY2020),"48 000,00"
2014年05月,United States (CIF):Germany,<Actual> April (QTD) (FY2021),"48 000,00"
2014年05月,United States (CIF):Ecuador,<Actual> May (QTD) (FY2021),"151 200,00"
2014年10月,United States (CIF):Denmark,<Actual> June (QTD) (FY2021),"21 600,00"
,United States (CIF):China,<Actual> July (QTD) (FY2021),"240 000,00"
,United States (CIF):Canada,<Actual> August (QTD) (FY2021),"12 270,00"
2014年01月,United States (CIF):Bahamas,<Actual> September (QTD) (FY2021),"24 156,00"
2014年09月,United States:United Kingdom,<Actual> October (QTD) (FY2021),"40 900,00"
,United States (CIF):Australia,<Actual> November (QTD) (FY2021),"61 350,00"
,United States:Taiwan,<Actual> December (QTD) (FY2021),"10 616,00"
,United States:Singapore,<Actual> January (QTD) (FY2021),"16 104,00"
,United States:Netherlands,<Actual>February (QTD) (FY2021),"10 616,00"
2016年05月,United States:New Zealand,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"23,28"
,United States:Mexico,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"316 500,00"
2014年10月,United States:Malaysia,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"168 800,00"
2014年04月,"United States:Korea, South",<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"253 200,00"
,United States:Japan,<Submitted Budget(Dec)> FY2022_Plan (Annual),"84 400,00"
2014年02月,United States:Jamaica,<Submitted Budget(Dec)> FY2023_Plan (Annual),"63 300,00"
2014年01月,United States:Israel,<Final Budget(Dec)> FY2020_Final Budget (Annual),"126 600,00"
2010年01月,United States:Germany,<Final Budget(Dec)> FY2021_Final Budget (Annual),"464 200,00"
,United States:Ecuador,<Final Budget(Dec)> FY2022_Plan (Annual),"422 000,00"
,United States:Canada,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"211 000,00"
2004年08月,United States:China,<Final Budget(Apr)> FY2020_Final Budget (Annual),"211 000,00"
,United States:Denmark,<Final Budget(Apr)> FY2021_Final Budget (Annual),"358 700,00"
2014年05月,United States:Bahamas,<Final Budget(Apr)> FY2022_Plan (Annual),"211 000,00"
,United States:Australia,<Final Budget(Apr)> FY2023_Plan (Annual),"217 300,00"
2014年03月,United Kingdom HMRC:Spain,<Actual> May (QTD) (FY2020),"608 440,00"
9999年01月,United Kingdom HMRC:Netherlands,<Actual> June (QTD) (FY2020),"642 490,91"
2014年03月,United Kingdom HMRC:Poland,<Actual> July (QTD) (FY2020),"13 038,00"
2014年03月,United Kingdom HMRC:Israel,<Actual> August (QTD) (FY2020),"478 060,00"
2014年04月,United Kingdom HMRC:Ireland,<Actual> September (QTD) (FY2020),"21 730,00"
2016年09月,United Kingdom HMRC:Germany,<Actual> October (QTD) (FY2020),"478 060,00"
2014年04月,United Kingdom HMRC:France,<Actual> November (QTD) (FY2020),"9 200,00"
2014年06月,Turkey:Germany,<Actual> December (QTD) (FY2020),"9 800,00"
2014年06月,Turkey:Turk. Rep. of N. Cyprus,<Actual> January (QTD) (FY2020),"47 400,00"
,Ukraine:Georgia,<Actual> February (QTD) (FY2020),"28 440,00"
,Thailand:Vietnam,<Actual> March (QTD) (FY2020),"28 440,00"
2014年04月,Thailand:Philippines,<Actual> April (QTD) (FY2021),"528 000,00"
9999年01月,Thailand:Singapore,<Actual> May (QTD) (FY2021),"79 810,00"
2012年12月,Thailand:Laos,<Actual> June (QTD) (FY2021),"275 553,00"
,Thailand:Japan,<Actual> July (QTD) (FY2021),"70 000,00"
,"Thailand:Korea, South",<Actual> August (QTD) (FY2021),"140 000,00"
2014年08月,Thailand:Hong Kong,<Actual> September (QTD) (FY2021),"5 955,00"
,Thailand:Indonesia,<Actual> October (QTD) (FY2021),"11 772,00"
,Thailand:Cambodia,<Actual> November (QTD) (FY2021),"70 632,00"
2020年09月,Thailand:Australia,<Actual> December (QTD) (FY2021),"98 000,00"
,Thailand:Bangladesh,<Actual> January (QTD) (FY2021),"182 000,00"
2014年10月,Thailand:Brazil,<Actual>February (QTD) (FY2021),"218 400,00"
,Thailand:Argentina,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"89 600,00"
2014年09月,Taiwan:Vietnam,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"182 000,00"
2014年07月,Taiwan:United States,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"540 300,00"
,Taiwan:Thailand,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"182 000,00"
,Taiwan:Singapore,<Submitted Budget(Dec)> FY2022_Plan (Annual),"47 572,80"
,Taiwan:Philippines,<Submitted Budget(Dec)> FY2023_Plan (Annual),"20 400,00"
2014年08月,Taiwan:Netherlands,<Final Budget(Dec)> FY2020_Final Budget (Annual),"58 401,00"
,Taiwan:Malaysia,<Final Budget(Dec)> FY2021_Final Budget (Annual),"35 000,00"
2014年07月,Taiwan:Japan,<Final Budget(Dec)> FY2022_Plan (Annual),"182 000,00"
2014年07月,Taiwan:Israel,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"141 450,00"
,Taiwan:Ireland,<Final Budget(Apr)> FY2020_Final Budget (Annual),"18 032,00"
,Taiwan:China,<Final Budget(Apr)> FY2021_Final Budget (Annual),"141 450,00"
2017年07月,Switzerland:Pakistan,<Final Budget(Apr)> FY2022_Plan (Annual),"30 060,00"
2014年10月,Switzerland:Germany,<Final Budget(Apr)> FY2023_Plan (Annual),"40 477,50"
2015年02月,Switzerland:United Kingdom,<Actual> May (QTD) (FY2020),"194 400,00"
2015年02月,Switzerland:France,<Actual> June (QTD) (FY2020),"200 000,00"
,Sweden:Finland,<Actual> July (QTD) (FY2020),"69 720,00"
,Sweden:Norway,<Actual> August (QTD) (FY2020),"18 032,00"
2015年07月,Sweden:United Kingdom,<Actual> September (QTD) (FY2020),"50 688,00"
,Sweden:United States,<Actual> October (QTD) (FY2020),"43 007,00"
2014年10月,Switzerland:Austria,<Actual> November (QTD) (FY2020),"73 150,00"
2014年11月,Spain (Customs):Taiwan,<Actual> December (QTD) (FY2020),"64 800,00"
2016年03月,Spain (Customs):Vietnam,<Actual> January (QTD) (FY2020),"203 632,00"
,Sweden:Denmark,<Actual> February (QTD) (FY2020),"46 992,00"
,Spain (Customs):Switzerland,<Actual> March (QTD) (FY2020),"93 984,00"
,Spain (Customs):Sweden,<Actual> April (QTD) (FY2021),"15 750,00"
,Spain (Customs):Russia,<Actual> May (QTD) (FY2021),"176 220,00"
,Spain (Customs):Singapore,<Actual> June (QTD) (FY2021),"36 655,30"
,Spain (Customs):Romania,<Actual> July (QTD) (FY2021),"88 110,00"
2014年10月,Spain (Customs):Portugal,<Actual> August (QTD) (FY2021),"65 998,80"
,Spain (Customs):Netherlands,<Actual> September (QTD) (FY2021),"96 186,00"
2015年03月,Spain (Customs):Morocco,<Actual> October (QTD) (FY2021),"34 463,52"
